,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,epoch,run
0,0.29187336564064026,0.9358574610244988,0.9350455211789213,0.934196661799765,0.9360694319542218,27.4274,245.557,3.33,pretrained/bert-base-uncased-sst2-ORIG+ORIG
1,0.29264500737190247,0.9227913882702301,0.9209898241065908,0.9257323571731221,0.9179821973754303,27.3934,245.862,1.15,pretrained/bert-base-uncased-sst2-ORIG+INV
2,3.027585506439209,0.9248700816629547,0.9237812051296962,0.9236011429650632,0.923967375816956,27.4148,245.67,1.67,pretrained/bert-base-uncased-sst2-ORIG+SIB
3,2.8311915397644043,0.9319970304380104,0.9311637747967336,0.9302023687608532,0.9323707100858627,27.3912,245.882,1.11,pretrained/bert-base-uncased-sst2-ORIG+INVSIB
4,3.3822319507598877,0.9416481069042316,0.9406110308656692,0.9420123703054335,0.9394421500621488,27.3789,245.992,2.78,pretrained/bert-base-uncased-sst2-ORIG+TextMix
5,2.6829140186309814,0.939569413511507,0.938637481650701,0.9388530363647798,0.9384292337797355,27.3698,246.074,0.83,pretrained/bert-base-uncased-sst2-ORIG+SentMix
6,3.2194559574127197,0.9363028953229399,0.9355706485812003,0.9343977632688518,0.9371613319891626,27.3788,245.993,1.32,pretrained/bert-base-uncased-sst2-ORIG+WordMix
7,0.3040934205055237,0.9174461766889384,0.9160419952798089,0.9169813906877042,0.9152260895372348,27.2809,246.876,1.11,pretrained/roberta-base-sst2-ORIG+ORIG
8,0.24254854023456573,0.918634001484781,0.9174428234546326,0.9173233058333816,0.9175650378620812,27.2929,246.767,0.87,pretrained/roberta-base-sst2-ORIG+INV
9,3.1722092628479004,0.9128433556050483,0.9115189237436044,0.9116261989344715,0.9114137026652385,27.3775,246.005,0.66,pretrained/roberta-base-sst2-ORIG+SIB
10,2.6757683753967285,0.9198218262806236,0.918367345106476,0.9198957409302393,0.9171253690980118,27.3008,246.696,0.97,pretrained/roberta-base-sst2-ORIG+INVSIB
11,2.4798738956451416,0.916406829992576,0.9145683561635534,0.9183583485486861,0.9120324161850373,27.302,246.685,1.25,pretrained/roberta-base-sst2-ORIG+TextMix
12,2.3787901401519775,0.9308092056421677,0.9301197096658529,0.9286825300056883,0.9324813320894025,27.2673,246.999,1.11,pretrained/roberta-base-sst2-ORIG+SentMix
13,2.638308525085449,0.933184855233853,0.9323795180722891,0.9313591349552863,0.9336859573779507,27.3014,246.691,0.68,pretrained/roberta-base-sst2-ORIG+WordMix
14,0.3081669211387634,0.919970304380104,0.9185867088728672,0.9196716238477805,0.9176599526151185,41.9711,160.468,1.18,pretrained/xlnet-base-cased-sst2-ORIG+ORIG
15,0.30949869751930237,0.9217520415738678,0.9203613569114697,0.9217010493316027,0.9192489356659659,41.8886,160.784,0.87,pretrained/xlnet-base-cased-sst2-ORIG+INV
16,2.7051877975463867,0.91818856718634,0.9172427750208649,0.9161387541287824,0.9187399043996769,41.9921,160.387,0.9,pretrained/xlnet-base-cased-sst2-ORIG+SIB
17,3.3213539123535156,0.9196733481811433,0.9184406428694076,0.9186138198987539,0.9182725801347225,41.8736,160.841,0.94,pretrained/xlnet-base-cased-sst2-ORIG+INVSIB
18,2.6324210166931152,0.9342242019302153,0.9332197411300147,0.9333656494189821,0.933077312608474,41.943,160.575,1.25,pretrained/xlnet-base-cased-sst2-ORIG+TextMix
19,3.3501265048980713,0.9279881217520416,0.92624291018237,0.9316748581712542,0.9229092172830949,41.9327,160.614,0.81,pretrained/xlnet-base-cased-sst2-ORIG+SentMix
20,2.486215353012085,0.9297698589458054,0.9289850917412019,0.9277590415805508,0.9307135280328329,41.7319,161.387,1.02,pretrained/xlnet-base-cased-sst2-ORIG+WordMix
