,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,epoch,run,test
0,28.77536964416504,0.9110526315789473,0.9113974166486998,0.9134990238766717,0.9110526315789473,221.3432,34.336,0.26,pretrained/xlnet-base-cased-ag_news-ORIG+SIB,20NG
1,32.14373779296875,0.8061002178649237,0.6361391768122402,0.6856442897148521,0.5934635425524784,200.5983,34.322,0.26,pretrained/xlnet-base-cased-ag_news-ORIG+SIB,
2,30.559518814086914,0.9113157894736842,0.9112269335861601,0.9114737761531938,0.9113157894736843,221.4173,34.324,0.33,pretrained/xlnet-base-cased-ag_news-ORIG+INVSIB,20NG
3,36.06204605102539,0.8171387073347858,0.5921682404189916,0.5995609616059674,0.596491127130416,200.6185,34.319,0.33,pretrained/xlnet-base-cased-ag_news-ORIG+INVSIB,
4,30.514461517333984,0.9190789473684211,0.9191902430325183,0.9205755163746754,0.9190789473684211,221.8072,34.264,0.28,pretrained/xlnet-base-cased-ag_news-ORIG+TextMix,20NG
5,35.80183410644531,0.8262890341321714,0.6344004919505909,0.6920195362546452,0.5888897184378247,201.07,34.242,0.28,pretrained/xlnet-base-cased-ag_news-ORIG+TextMix,
6,29.355998992919922,0.9214473684210527,0.921278984511142,0.921881965752843,0.9214473684210527,221.7676,34.27,0.25,pretrained/xlnet-base-cased-ag_news-ORIG+SentMix,20NG
7,35.578189849853516,0.820479302832244,0.5908476252377701,0.5861215760026348,0.605713668969397,200.9902,34.255,0.25,pretrained/xlnet-base-cased-ag_news-ORIG+SentMix,
8,34.021446228027344,0.9228947368421052,0.9230065178085569,0.9235508008785167,0.9228947368421052,222.0472,34.227,0.18,pretrained/xlnet-base-cased-ag_news-ORIG+WordMix,20NG
9,38.64665222167969,0.8171387073347858,0.6137541683533673,0.6271330516988347,0.6219071690781202,201.2601,34.209,0.18,pretrained/xlnet-base-cased-ag_news-ORIG+WordMix,
