,eval_loss,eval_accuracy,eval_f1,eval_precision,eval_recall,eval_runtime,eval_samples_per_second,epoch,run
0,0.28216299414634705,0.9383815887156645,0.9373408328474395,0.9382654159668381,0.9365290144689284,16.9324,397.758,7.5,pretrained/bert-base-uncased-sst2-ORIG+ORIG
1,0.25182414054870605,0.9257609502598366,0.9247647432059267,0.9241842167590271,0.9254199608634388,17.0465,395.095,1.94,pretrained/bert-base-uncased-sst2-ORIG+INV
2,3.5992980003356934,0.9431328878990349,0.9422386560646349,0.9425967851442318,0.94189968589079,17.0787,394.35,9.31,pretrained/bert-base-uncased-sst2-ORIG+SIB
3,2.6374518871307373,0.9334818114328136,0.9325562170110473,0.9321457550488259,0.9330002083560067,16.9467,397.422,4.17,pretrained/bert-base-uncased-sst2-ORIG+INVSIB
4,5.39630651473999,0.9478841870824053,0.9471608629562017,0.9467223042155277,0.9476359648243509,16.984,396.55,10.0,pretrained/bert-base-uncased-sst2-ORIG+TextMix
5,5.498501300811768,0.9499628804751299,0.9492755360871598,0.9487796560710117,0.9498188251442023,16.9856,396.512,10.0,pretrained/bert-base-uncased-sst2-ORIG+SentMix
6,4.707504749298096,0.9452115812917594,0.9444115030632203,0.9442686863576941,0.9445578359758507,16.9568,397.186,7.64,pretrained/bert-base-uncased-sst2-ORIG+WordMix
7,0.3848177194595337,0.910913140311804,0.910330272180576,0.9091432971976775,0.9145914450169262,16.5429,407.124,3.33,pretrained/roberta-base-sst2-ORIG+ORIG
8,0.2837463915348053,0.9086859688195991,0.9061458273404981,0.9139480235294204,0.9020025983640831,16.495,408.305,1.81,pretrained/roberta-base-sst2-ORIG+INV
9,1.9173798561096191,0.9121009651076466,0.910556565044754,0.9117629220685963,0.9095451216054439,16.5944,405.859,2.22,pretrained/roberta-base-sst2-ORIG+SIB
10,2.224684476852417,0.9162583518930958,0.9151228430011014,0.9146038762143631,0.9157023190524742,16.5837,406.122,2.36,pretrained/roberta-base-sst2-ORIG+INVSIB
11,3.7596583366394043,0.9478841870824053,0.9470961333137561,0.9471789245912419,0.9470144320544618,16.5743,406.353,10.0,pretrained/roberta-base-sst2-ORIG+TextMix
12,1.9896941184997559,0.9358574610244988,0.9350498827758339,0.9341799024303312,0.9361059927053919,16.5316,407.401,2.69,pretrained/roberta-base-sst2-ORIG+SentMix
13,3.0437018871307373,0.9293244246473645,0.9282264835871024,0.9284875181185134,0.9279763941952446,16.5389,407.221,1.04,pretrained/roberta-base-sst2-ORIG+WordMix
14,0.3966030478477478,0.9184855233853007,0.9172037132623617,0.9175418485411704,0.9168842113402947,26.6179,253.026,3.61,pretrained/xlnet-base-cased-sst2-ORIG+ORIG
15,0.2776615619659424,0.9095768374164811,0.9085893819342337,0.9073790564335193,0.9103651653816853,26.4643,254.494,1.94,pretrained/xlnet-base-cased-sst2-ORIG+INV
16,1.9360039234161377,0.9048255382331106,0.9032405252138185,0.903983997692196,0.9025814843826074,26.5381,253.786,2.36,pretrained/xlnet-base-cased-sst2-ORIG+SIB
17,2.087074041366577,0.9236822568671121,0.9226847571189281,0.9219906083708108,0.9234930258017768,26.6206,253.0,2.22,pretrained/xlnet-base-cased-sst2-ORIG+INVSIB
18,4.150676250457764,0.9518930957683742,0.9511852848332614,0.9510878462701455,0.9512842981910976,26.6727,252.505,10.0,pretrained/xlnet-base-cased-sst2-ORIG+TextMix
19,2.606091260910034,0.9291759465478842,0.9277320216590118,0.9306033664763365,0.9256503338708106,26.574,253.443,1.76,pretrained/xlnet-base-cased-sst2-ORIG+SentMix
20,2.8750319480895996,0.9365998515219005,0.9357062694840792,0.9353618379608855,0.9360734147043492,26.6857,252.383,1.53,pretrained/xlnet-base-cased-sst2-ORIG+WordMix
